,att1,att2,att3,att4,att5,att6,att7,att8,att9,label
0,0.2142857142857142,0.6079545454545454,0.1276595744680851,0.0201454952434247,0.2078651685393258,0.0884280132251277,0.3472222222222222,0.746875,0.7371134020618557,1.0
1,0.0857142857142857,0.6079545454545454,0.1276595744680851,0.0201454952434247,0.2078651685393258,0.0884280132251277,0.4583333333333333,0.746875,0.7164948453608248,1.0
2,0.2,0.6079545454545454,0.1276595744680851,0.0201454952434247,0.0674157303370786,0.0884280132251277,0.3611111111111111,0.9125,0.8711340206185567,1.0
3,0.0857142857142857,0.6022727272727273,0.1276595744680851,0.0201454952434247,0.2078651685393258,0.0884280132251277,0.4722222222222222,0.746875,0.7164948453608248,1.0
4,0.1857142857142857,0.6534090909090909,0.1276595744680851,0.0201454952434247,0.0674157303370786,0.0884280132251277,0.375,0.9125,0.865979381443299,1.0
5,0.1714285714285714,0.7329545454545454,0.1276595744680851,0.0201454952434247,0.0674157303370786,0.0884280132251277,0.3888888888888889,0.9125,0.865979381443299,1.0
6,0.2,0.6022727272727273,0.1276595744680851,0.0201454952434247,0.2078651685393258,0.0884280132251277,0.3472222222222222,0.746875,0.7371134020618557,1.0
7,0.0857142857142857,0.6079545454545454,0.1276595744680851,0.0201454952434247,0.2078651685393258,0.0884280132251277,0.4722222222222222,0.746875,0.7164948453608248,1.0
8,0.3,1.0,0.1914893617021276,0.0201454952434247,0.2247191011235955,0.0884280132251277,0.3055555555555556,0.740625,0.7422680412371134,1.0
9,0.1142857142857142,0.6306818181818182,0.1276595744680851,0.0201454952434247,0.2078651685393258,0.0884280132251277,0.4444444444444444,0.746875,0.7216494845360825,1.0
10,0.1857142857142857,0.6022727272727273,0.1702127659574468,0.0201454952434247,0.247191011235955,0.0884280132251277,0.4027777777777778,0.7125,0.7010309278350515,1.0
11,0.4,0.9204545454545454,0.2340425531914893,0.0201454952434247,0.0112359550561797,0.0880673279230538,0.2361111111111111,0.990625,0.9587628865979382,1.0
12,0.1571428571428571,0.6022727272727273,0.1702127659574468,0.0201454952434247,0.247191011235955,0.0884280132251277,0.4166666666666667,0.7125,0.6958762886597938,1.0
13,0.1571428571428571,0.4772727272727273,0.1489361702127659,0.0240626748740906,0.2584269662921348,0.0884280132251277,0.4166666666666667,0.696875,0.6804123711340206,0.0
14,0.1857142857142857,0.4602272727272727,0.2765957446808511,0.0201454952434247,0.2584269662921348,0.0872257288848812,0.4722222222222222,0.7125,0.6855670103092784,0.0
15,0.5571428571428572,0.4943181818181818,0.1702127659574468,0.0218242865137101,0.0112359550561797,0.0884280132251277,0.0416666666666666,0.98125,0.9896907216494846,0.0
16,0.0142857142857142,0.4772727272727273,0.1914893617021276,0.0201454952434247,0.146067415730337,0.0872858431018935,0.5833333333333334,0.83125,0.7628865979381443,0.0
17,0.6428571428571429,0.4772727272727273,0.2765957446808511,0.0235030777839955,0.0898876404494382,0.0877066426209798,0.0416666666666666,0.909375,0.9278350515463918,0.0
18,0.6857142857142857,0.4772727272727273,0.3617021276595745,0.0201454952434247,0.1292134831460674,0.0892696122633002,0.0277777777777777,0.871875,0.8969072164948454,0.0
19,0.0714285714285714,0.4886363636363636,0.1063829787234042,0.0201454952434247,0.247191011235955,0.0887886985272016,0.4583333333333333,0.703125,0.6804123711340206,0.0
20,0.0285714285714285,0.4829545454545454,0.723404255319149,0.0201454952434247,0.2247191011235955,0.0884280132251277,0.9166666666666666,0.81875,0.6907216494845361,0.0
21,0.6142857142857143,0.4772727272727273,0.2553191489361702,0.0201454952434247,0.0224719101123595,0.0884280132251277,0.0416666666666666,0.978125,0.9845360824742267,0.0
22,0.2714285714285714,0.4943181818181818,0.1702127659574468,0.0201454952434247,0.2808988764044944,0.0884280132251277,0.3333333333333333,0.675,0.6804123711340206,0.0
